,text,polarity Score,label
1102,"day flight kul dps return trip pax no extra baggage kitorang backpacking je timbang beg makesure kg sorang dorang tk timbang backpack just to be safe bawa baju days makeup skincare drone etc muat mampat padat
",-3,Negative
1103,"pakai skincare elah ngapa menang
",3,Positive
1104,"tukar skin care habis break out teruk muka raya maksud maksud benda tukar elok bagus pakai jelah viral mesti sesuai
",-9,Negative
1105,"skin care naam pe zra sa lux kakak pta hai
",5,Positive
1106,"cok skincare ku tumplek
",0,Neutral
1107,"berani eh perempuan try skincare minggu raya
",0,Neutral
1108,"hadiah payday mintik coin sahabat rintik produk rintik syarat follow postingan pin profile komen produk rintik ken coba close maret yaah giveawayalert
",-8,Negative
1109,"skincare habis teraweh
",0,Neutral
1110,"jajan makeup skincare iya
",0,Neutral
1111,"iya
",0,Neutral
1112,"kalah rangkai skincare tremellagelblp tremella gel tekstur gel ringan sesuai jenis kulit yuk kulit lembap kenyal
",-7,Negative
1113,"alam pakai skincare kulit ku kombinasi keringoily sensitive ketemu produk produk sahabat tipe kulit check
",4,Positive
1114,"friday funday mini hadiah mintik belikan takjil gratiss gampang banget follow like komen takjil favorite ramadhan menang mintik kasih emoney jajan takjil sore good luck hadiah
",11,Positive
1115,"lihat influencer skin care ga rawat gigi gitu calculusnya
",2,Positive
1116,"nekat pdhl ga erti skincare
",-6,Negative
1117,"vitamin c sunscreen combo terthe best vitamin c skincare rutin pagi kulit cerah pudar bekas jerawat racuninskincare
",-1,Negative
1118,"my top skincare cantikk mudahh yee skincare kena cubaa sekarangg konsisten pakai product nii moga cantik raya cantikharidengannp
",5,Positive
1119,"sebentar mudik lupa prepare skincare makeup oiya lebaran pakai up lupa bawa micellar water travel bag mu iya pakai micellar water takut sodara habis kumpul
",-16,Negative
1120,"racun promo edisi payday sale habis gaji buru skincare makeup parfum lokal msbb selagi diskon rp voucher potong min belanja detail cek
",-2,Negative
1121,"cari produk skincare pasti manfaat rekomendasi sagesse white radiant series kulit halus produk wajah muda
",6,Positive
1122,"eps nonton queenoftears skin care malam banjir air mata sampek sengguk queenoftearsep
",-6,Negative
1123,"ajar sbr mkai skincare gk ngruh kulit
",-3,Negative
1124,"jual skin care nacific uyu toner habis event ateez ayo tawarin akuzonauang
",7,Positive
1125,"rekomemdasi precious powdery cake waterpoof shade sesuai kulit wanita indonesia shade natural cakep coverage ringan banget kulit dempu waa speechless gin
",7,Positive
1126,"gess skincare komedo ga sii udaa coba pakai ga mempan
",2,Positive
1127,"mauu orang orang sesuai pakai skincare murah
",2,Positive
1128,"tahan beli skincare cabar
",-5,Negative
1129,"iri banget bangun tidur seger skincare ina rambut on point
",-2,Negative
1130,"tahu papar sinar matahari sebab tua yuk lindung kulit sunscreen minimal spf neogen skincare spf lho
",-4,Negative
1131,"takut kulit hidrasi puasa bingung jadwal skincare ramadan tenang banget ikutin basefriends
",-3,Negative
1132,"iya curhatan like ga hidup gin ga pakai skincare beli baju langgan netflix org ttp syukur makan mangat iya nasib
",6,Positive
1133,"mewek sayang pakai skin care
",-1,Negative
1134,"ketrigger reply coba seriusin bahas skincare khusus cowok utama praktis banget nama jerawat kulit kusam utama wajah insyaallah minggu tipsnya iya x ig tiktok
",5,Positive
1135,"coba skincare pakai moisturizer notabene basic skincare testing wajah erti suka blueberry moisturizer gladglow a thread review
",2,Positive
1136,"diet makan diet skincare diet keluar diet tonton mutu diet teman toxic
",-24,Negative
1137,"labore sensitive skin care gentlebiome mild cleanser bersih muka flash sale teman
",2,Positive
1138,"beli skincare prefer brand beda beda brand
",-3,Negative
1139,"aduh usaha skincare kait gosip pakai cuci uang
",-10,Negative
1140,"rls sender cewek cari mutualan sebanyaknyaa cewek cowo akun sender suka review makeup skincare reply komen sender follow terima kasih
",0,Neutral
1141,"habis pakai skin care menang
",5,Positive
1142,"pastu niat tu renew skin care
",2,Positive
1143,"lebaran beli skin care ok cup boros banget
",2,Positive
1144,"skincare males banget jirr
",1,Positive
1145,"gaji than with degree holder jugatapi life berbeza kerja kedah so hidup gaji mcm tu alhamdulillah dapat bisnes as part timejadi resellers skincare jual buah office duduk kampung
",-3,Negative
1146,"produk banget eco racing ga laku ganti pupuk skin care coba vape ikutin grup facebook
",5,Positive
1147,"diamdiam sunoo taken contract produk skincare manifestasi
",0,Neutral
1148,"kgn era centil pakai up mentingin hair care skin care body care
",4,Positive
1149,"gagal paham orang kaya cakep anggap aneh aneh kaya mentingin skin care banding makan mentingin gaya butuh dasar heloo muka cakep iya gen emang
",-16,Negative
1150,"fix ga beli cream ga erti skincare sb sb skincare meh
",-6,Negative
1151,"bukber kali dab buat pakai skincare toner sunscreen no primer iya effortless banget ngeratainnya langsung satu kulit
",6,Positive
1152,"skincare sekarat
",0,Neutral
1153,"cowo iya suka banget ngajak cewenya skin care enteng bicara pakai buset bangg enteng benerr
",3,Positive
1154,"isi chanyeol promosi skincare gratis jangan spoiler
",-8,Negative
1155,"nyetok pakai kode glowgm tanggal wkekek pakai up skincare body care lain lumayan banget diskon coy cashback watson iya toko paket komplit
",13,Positive
1156,"orang dar tabita tu mercury eh pulak jual harihari update ig share skincare beli
",0,Neutral
1157,"pergi myclinic puas hati mahal dr ko jenis paksa maksa suruh amik package visit around skali ngn skincare ubat telan ubat sapu jenis skincare off if beli birthday je beday sapa
",-20,Negative
1158,"tolong banget butuh responden butuh responden tugas besar kriteria produk skincare khusus wardah engga gapapa bidang skincare gelut bidang skincare cont
",-8,Negative
1159,"gel texture pakai watery tipe gel thick enak dijadiin skinprep makeup skincare daily pagi malam greasy
",3,Positive
1160,"sedih produk produk skincare fungsi ga maksimal faktor internal oke makan manis goreng cemas tidur lain
",-12,Negative
1161,"bingung beli skincare makeup
",2,Positive
1162,"lepas cuci muka pakai skin care bukak lampu main sauk je toner salah bukak tumpah tinggal suku je sakit khianat
",-8,Negative
