full_text,Text Case Folding,Text Tokenizing,Text Fill,Text Normalization,Text Stemming,Text Filtering
Mayan sekale pas bgt stock abis hehe tadi fs jam 12 keknya masih fs the originote df https://t.co/WWmOozG41K,mayan sekale pas bgt stock abis hehe tadi fs jam keknya masih fs the originote df,"['mayan', 'sekale', 'pas', 'banget', 'stock', 'habis', 'he', 'tadi', 'fs', 'jam', 'kayaknya', 'masih', 'fs', 'the', 'originote', 'df']",mayan sekale pas banget stock habis he tadi fs jam kayaknya masih fs the originote df,"['lumayan', 'sekale', 'pas', 'banget', 'stock', 'habis', 'he', 'tadi', 'fs', 'jam', 'kayaknya', 'masih', 'fs', 'the', 'originote', 'df']","['lumayan', 'sekale', 'pas', 'banget', 'stock', 'habis', 'he', 'tadi', 'fs', 'jam', 'kayak', 'masih', 'fs', 'the', 'originote', 'df']","['lumayan', 'sekale', 'pas', 'banget', 'stock', 'habis', 'he', 'fs', 'jam', 'kayak', 'fs', 'originote', 'df']"
Ngiler cushion originote wkwk,ngiler cushion originote wkwk,"['mau', 'cushion', 'originote', 'wkwk']",mau cushion originote wkwk,"['mau', 'cushion', 'originote', 'wkwk']","['mau', 'cushion', 'originote', 'wkwk']","['cushion', 'originote', 'wkwk']"
selasa 19 maret 2024 1 paket shopee + 1 reseller alhamdulillah https://t.co/tLA1w4Sjqn,selasa maret paket shopee reseller alhamdulillah,"['selasa', 'maret', 'paket', 'shopee', 'reseller', 'alhamdulillah']",selasa maret paket shopee reseller alhamdulillah,"['selasa', 'maret', 'paket', 'shopee', 'reseller', 'alhamdulillah']","['selasa', 'maret', 'paket', 'shopee', 'reseller', 'alhamdulillah']","['selasa', 'maret', 'paket', 'shopee', 'reseller', 'alhamdulillah']"
shocked bgt cushion the originote bagus bgt untuk first impression,shocked bgt cushion the originote bagus bgt untuk first impression,"['shocked', 'banget', 'cushion', 'the', 'originote', 'bagus', 'banget', 'untuk', 'first', 'impression']",shocked banget cushion the originote bagus banget untuk first impression,"['shocked', 'banget', 'cushion', 'the', 'originote', 'bagus', 'banget', 'untuk', 'first', 'impression']","['shocked', 'banget', 'cushion', 'the', 'originote', 'bagus', 'banget', 'untuk', 'first', 'impression']","['shocked', 'banget', 'cushion', 'originote', 'bagus', 'banget', 'first', 'impression']"
gais kalian kalau yg mau beli originote di jangan di toko BeautyBestieYou itu KW gaiss di produknya emg review ⭐5 semua tapi tenyata yang ⭐1 tuh di hide https://t.co/o1EPmQKq5q,gais kalian kalau yg mau beli originote di jangan di toko beautybestieyou itu kw gaiss di produknya emg review semua tapi tenyata yang tuh di hide,"['gais', 'kalian', 'kalau', 'yang', 'mau', 'beli', 'originote', 'di', 'jangan', 'di', 'toko', 'beautybestieyou', 'itu', 'imitasi', 'gaiss', 'di', 'produknya', 'emg', 'review', 'semua', 'tapi', 'tenyata', 'yang', 'tuh', 'di', 'hide']",gais kalian kalau yang mau beli originote di jangan di toko beautybestieyou itu imitasi gaiss di produknya emg review semua tapi tenyata yang tuh di hide,"['gais', 'kalian', 'kalau', 'yang', 'mau', 'beli', 'originote', 'di', 'jangan', 'di', 'toko', 'beautybestieyou', 'itu', 'imitasi', 'gaiss', 'di', 'produknya', 'memang', 'review', 'semua', 'tapi', 'tenyata', 'yang', 'tuh', 'di', 'hide']","['gais', 'kalian', 'kalau', 'yang', 'mau', 'beli', 'originote', 'di', 'jangan', 'di', 'toko', 'beautybestieyou', 'itu', 'imitasi', 'gaiss', 'di', 'produk', 'memang', 'review', 'semua', 'tapi', 'tenyata', 'yang', 'tuh', 'di', 'hide']","['gais', 'beli', 'originote', 'toko', 'beautybestieyou', 'imitasi', 'gaiss', 'produk', 'review', 'tenyata', 'hide']"
pengen pindah mois ke originote brightening gi bokek abiss:((,pengen pindah mois ke originote brightening gi bokek abiss,"['pengen', 'pindah', 'mois', 'ke', 'originote', 'brightening', 'gi', 'bokek', 'abiss']",pengen pindah mois ke originote brightening gi bokek abiss,"['pengin', 'pindah', 'mois', 'ke', 'originote', 'brightening', 'gi', 'bokek', 'habis']","['pengin', 'pindah', 'mois', 'ke', 'originote', 'brightening', 'gi', 'bokek', 'habis']","['pengin', 'pindah', 'mois', 'originote', 'brightening', 'gi', 'bokek', 'habis']"
Jual cushion the originote shade medium neutral. Baru banget beli. Baru nyoba tapi kegelapan ga ketolong banget. 80rb aja #theoriginote #cushion #jualcushion https://t.co/6OLreE0cRs,jual cushion the originote shade medium neutral baru banget beli baru nyoba tapi kegelapan ga ketolong banget rb aja,"['jual', 'cushion', 'the', 'originote', 'shade', 'medium', 'neutral', 'baru', 'banget', 'beli', 'baru', 'nyoba', 'tapi', 'kegelapan', 'ga', 'ketolong', 'banget', 'rb', 'saja']",jual cushion the originote shade medium neutral baru banget beli baru nyoba tapi kegelapan ga ketolong banget rb saja,"['jual', 'cushion', 'the', 'originote', 'shade', 'medium', 'neutral', 'baru', 'banget', 'beli', 'baru', 'mencoba', 'tapi', 'kegelapan', 'enggak', 'ketolong', 'banget', 'ribu', 'saja']","['jual', 'cushion', 'the', 'originote', 'shade', 'medium', 'neutral', 'baru', 'banget', 'beli', 'baru', 'coba', 'tapi', 'gelap', 'enggak', 'tolong', 'banget', 'ribu', 'saja']","['jual', 'cushion', 'originote', 'shade', 'medium', 'neutral', 'banget', 'beli', 'coba', 'gelap', 'tolong', 'banget', 'ribu']"
The originote atau skintific CUUUYYYYY ,the originote atau skintific cuuuyyyyy,"['the', 'originote', 'atau', 'skintific', 'cuuuyyyyy']",the originote atau skintific cuuuyyyyy,"['the', 'originote', 'atau', 'skintific', 'cuuuyyyyy']","['the', 'originote', 'atau', 'skintific', 'cuuuyyyyy']","['originote', 'skintific', 'cuuuyyyyy']"
@unnesmenfess Serum Avoskin baru di pake 3 kali ya sesuai pict kondisinya ED di 11/24 (35k) Serum Npure ED 01/26 (20k) Serum Originote retinol ED 14/02/26 (30k) https://t.co/xrJYjP38AM,serum avoskin baru di pake kali ya sesuai pict kondisinya ed di serum npure ed serum originote retinol ed,"['serum', 'avoskin', 'baru', 'di', 'pakai', 'kali', 'iya', 'sesuai', 'pict', 'kondisinya', 'edisi', 'di', 'serum', 'npure', 'edisi', 'serum', 'originote', 'retinol', 'edisi']",serum avoskin baru di pakai kali iya sesuai pict kondisinya edisi di serum npure edisi serum originote retinol edisi,"['serum', 'avoskin', 'baru', 'di', 'pakai', 'kali', 'iya', 'sesuai', 'pict', 'kondisinya', 'edisi', 'di', 'serum', 'npure', 'edisi', 'serum', 'originote', 'retinol', 'edisi']","['serum', 'avoskin', 'baru', 'di', 'pakai', 'kali', 'iya', 'sesuai', 'pict', 'kondisi', 'edisi', 'di', 'serum', 'npure', 'edisi', 'serum', 'originote', 'retinol', 'edisi']","['serum', 'avoskin', 'pakai', 'kali', 'iya', 'sesuai', 'pict', 'kondisi', 'edisi', 'serum', 'npure', 'edisi', 'serum', 'originote', 'retinol', 'edisi']"
@berrypeachsweet Kak mw originote masii ada ga??,kak mw originote masii ada ga,"['kak', 'now', 'watching', 'originote', 'masii', 'ada', 'ga']",kak now watching originote masii ada ga,"['kak', 'now', 'watching', 'originote', 'masii', 'ada', 'enggak']","['kak', 'now', 'watching', 'originote', 'masii', 'ada', 'enggak']","['kak', 'now', 'watching', 'originote', 'masii']"
@undipmenfess bisa sopi !!! The Originote 32k ajaaaa https://t.co/hjcoTAKOx7,bisa sopi the originote ajaaaa,"['bisa', 'sopi', 'the', 'originote', 'ajaaaa']",bisa sopi the originote ajaaaa,"['bisa', 'sopi', 'the', 'originote', 'ajaaaa']","['bisa', 'sopi', 'the', 'originote', 'ajaaaa']","['sopi', 'originote', 'ajaaaa']"
babi juga ni originote gw mau hemat tp dia bikin promo b1g1 tapi sbnrnya gw lagi ga butuh gt tapi kyk lumayan bgt?!,babi juga ni originote gw mau hemat tp dia bikin promo bg tapi sbnrnya gw lagi ga butuh gt tapi kyk lumayan bgt,"['babi', 'juga', 'ini', 'originote', 'saya', 'mau', 'hemat', 'tapi', 'dia', 'bikin', 'promo', 'abang', 'tapi', 'sbnrnya', 'saya', 'lagi', 'ga', 'butuh', 'begitu', 'tapi', 'seperti', 'lumayan', 'banget']",babi juga ini originote saya mau hemat tapi dia bikin promo abang tapi sbnrnya saya lagi ga butuh begitu tapi seperti lumayan banget,"['babi', 'juga', 'ini', 'originote', 'saya', 'mau', 'hemat', 'tapi', 'dia', 'bikin', 'promo', 'abang', 'tapi', 'sbnrnya', 'saya', 'lagi', 'enggak', 'butuh', 'begitu', 'tapi', 'seperti', 'lumayan', 'banget']","['babi', 'juga', 'ini', 'originote', 'saya', 'mau', 'hemat', 'tapi', 'dia', 'bikin', 'promo', 'abang', 'tapi', 'sbnrnya', 'saya', 'lagi', 'enggak', 'butuh', 'begitu', 'tapi', 'seperti', 'lumayan', 'banget']","['babi', 'originote', 'hemat', 'promo', 'abang', 'sbnrnya', 'butuh', 'lumayan', 'banget']"
TONER ORIGINOTE CICA masih segel yak https://t.co/0kM579yIlo,toner originote cica masih segel yak,"['toner', 'originote', 'cica', 'masih', 'segel', 'yak']",toner originote cica masih segel yak,"['toner', 'originote', 'cica', 'masih', 'segel', 'ya']","['toner', 'originote', 'cica', 'masih', 'segel', 'ya']","['toner', 'originote', 'cica', 'segel']"
Lip oilnya originote bagus banget,lip oilnya originote bagus banget,"['lip', 'oilnya', 'originote', 'bagus', 'banget']",lip oilnya originote bagus banget,"['lip', 'oilnya', 'originote', 'bagus', 'banget']","['lip', 'oilnya', 'originote', 'bagus', 'banget']","['lip', 'oilnya', 'originote', 'bagus', 'banget']"
AHA BHA originote enak bgt woy pen w makan lmlm ky manis bgt,aha bha originote enak bgt woy pen makan lmlm ky manis bgt,"['tertawa', 'bha', 'originote', 'enak', 'banget', 'woy', 'pen', 'makan', 'lmlm', 'seperti', 'manis', 'banget']",tertawa bha originote enak banget woy pen makan lmlm seperti manis banget,"['tertawa', 'bha', 'originote', 'enak', 'banget', 'woy', 'pengin', 'makan', 'lmlm', 'seperti', 'manis', 'banget']","['tertawa', 'bha', 'originote', 'enak', 'banget', 'woy', 'pengin', 'makan', 'lmlm', 'seperti', 'manis', 'banget']","['tertawa', 'bha', 'originote', 'enak', 'banget', 'woy', 'pengin', 'makan', 'lmlm', 'manis', 'banget']"
 Buat ngebersihin make up mantul yang mana bil? Dua-duanya oke yaa buat ngehapus make up effortless juga sea make up lebih cepet ngebersihinnya sedangkan the originote daya bersihnya lebih oke. Tapi untuk maskara yang bener-bener waterproof dua mw gentong ini harus dipake https://t.co/YSK6QSAAPD,buat ngebersihin make up mantul yang mana bil duaduanya oke yaa buat ngehapus make up effortless juga sea make up lebih cepet ngebersihinnya sedangkan the originote daya bersihnya lebih oke tapi untuk maskara yang benerbener waterproof dua mw gentong ini harus dipake,"['buat', 'ngebersihin', 'make', 'up', 'mantul', 'yang', 'mana', 'bil', 'duaduanya', 'oke', 'yaa', 'buat', 'ngehapus', 'make', 'up', 'effortless', 'juga', 'sea', 'make', 'up', 'lebih', 'cepat', 'ngebersihinnya', 'sedangkan', 'the', 'originote', 'daya', 'bersihnya', 'lebih', 'oke', 'tapi', 'untuk', 'maskara', 'yang', 'benerbener', 'waterproof', 'dua', 'now', 'watching', 'gentong', 'ini', 'harus', 'dipake']",buat ngebersihin make up mantul yang mana bil duaduanya oke yaa buat ngehapus make up effortless juga sea make up lebih cepat ngebersihinnya sedangkan the originote daya bersihnya lebih oke tapi untuk maskara yang benerbener waterproof dua now watching gentong ini harus dipake,"['buat', 'ngebersihin', 'memakai', 'up', 'mantul', 'yang', 'mana', 'bil', 'duaduanya', 'oke', 'ya', 'buat', 'ngehapus', 'memakai', 'up', 'effortless', 'juga', 'sea', 'memakai', 'up', 'lebih', 'cepat', 'ngebersihinnya', 'sedangkan', 'the', 'originote', 'daya', 'bersihnya', 'lebih', 'oke', 'tapi', 'untuk', 'maskara', 'yang', 'benerbener', 'waterproof', 'dua', 'now', 'watching', 'gentong', 'ini', 'harus', 'dipakai']","['buat', 'ngebersihin', 'pakai', 'up', 'mantul', 'yang', 'mana', 'bil', 'duaduanya', 'oke', 'ya', 'buat', 'ngehapus', 'pakai', 'up', 'effortless', 'juga', 'sea', 'pakai', 'up', 'lebih', 'cepat', 'ngebersihinnya', 'sedang', 'the', 'originote', 'daya', 'bersih', 'lebih', 'oke', 'tapi', 'untuk', 'maskara', 'yang', 'benerbener', 'waterproof', 'dua', 'now', 'watching', 'gentong', 'ini', 'harus', 'pakai']","['ngebersihin', 'pakai', 'up', 'mantul', 'bil', 'duaduanya', 'oke', 'ngehapus', 'pakai', 'up', 'effortless', 'sea', 'pakai', 'up', 'cepat', 'ngebersihinnya', 'originote', 'daya', 'bersih', 'oke', 'maskara', 'benerbener', 'waterproof', 'now', 'watching', 'gentong', 'pakai']"
sunscreennya the originote baunya gaenak anjir,sunscreennya the originote baunya gaenak anjir,"['sunscreennya', 'the', 'originote', 'baunya', 'gaenak', 'anjing']",sunscreennya the originote baunya gaenak anjing,"['sunscreennya', 'the', 'originote', 'baunya', 'gaenak', 'anjing']","['sunscreennya', 'the', 'originote', 'bau', 'gaenak', 'anjing']","['sunscreennya', 'originote', 'bau', 'gaenak', 'anjing']"
baru tau owner the originote dosen kecantikkan anjir,baru tau owner the originote dosen kecantikkan anjir,"['baru', 'tahu', 'owner', 'the', 'originote', 'dosen', 'kecantikkan', 'anjing']",baru tahu owner the originote dosen kecantikkan anjing,"['baru', 'tahu', 'owner', 'the', 'originote', 'dosen', 'kecantikkan', 'anjing']","['baru', 'tahu', 'owner', 'the', 'originote', 'dosen', 'cantik', 'anjing']","['owner', 'originote', 'dosen', 'cantik', 'anjing']"
Sedih bgt ga cocok sama fw the originote :(,sedih bgt ga cocok sama fw the originote,"['sedih', 'banget', 'ga', 'cocok', 'sama', 'fw', 'the', 'originote']",sedih banget ga cocok sama fw the originote,"['sedih', 'banget', 'enggak', 'cocok', 'sama', 'fw', 'the', 'originote']","['sedih', 'banget', 'enggak', 'cocok', 'sama', 'fw', 'the', 'originote']","['sedih', 'banget', 'cocok', 'fw', 'originote']"
Aku suudaon sama originote gang bikin muka w tambah kek pulu pulu,aku suudaon sama originote gang bikin muka tambah kek pulu pulu,"['aku', 'suudaon', 'sama', 'originote', 'gang', 'bikin', 'muka', 'tambah', 'seperti', 'pulu', 'pulu']",aku suudaon sama originote gang bikin muka tambah seperti pulu pulu,"['aku', 'suudaon', 'sama', 'originote', 'gang', 'bikin', 'muka', 'tambah', 'seperti', 'pulu', 'pulu']","['aku', 'suudaon', 'sama', 'originote', 'gang', 'bikin', 'muka', 'tambah', 'seperti', 'pulu', 'pulu']","['suudaon', 'originote', 'gang', 'muka', 'pulu', 'pulu']"
The originote moisturizernya gak cocok. Hueng. Baru juga sekali oles dikit dah merah.,the originote moisturizernya gak cocok hueng baru juga sekali oles dikit dah merah,"['the', 'originote', 'moisturizernya', 'gak', 'cocok', 'hueng', 'baru', 'juga', 'sekali', 'oles', 'dikit', 'deh', 'merah']",the originote moisturizernya gak cocok hueng baru juga sekali oles dikit deh merah,"['the', 'originote', 'moisturizernya', 'enggak', 'cocok', 'hueng', 'baru', 'juga', 'sekali', 'oles', 'dikit', 'deh', 'merah']","['the', 'originote', 'moisturizernya', 'enggak', 'cocok', 'hueng', 'baru', 'juga', 'sekali', 'oles', 'dikit', 'deh', 'merah']","['originote', 'moisturizernya', 'cocok', 'hueng', 'oles', 'dikit', 'deh', 'merah']"
@chogeumgyu kak belum??,kak belum,"['kak', 'belum']",kak belum,"['kak', 'belum']","['kak', 'belum']",['kak']
Cepett originote 70rb dapet 4 https://t.co/zd9RbahrHT https://t.co/JWxi33eofm,cepett originote rb dapet,"['cepett', 'originote', 'rb', 'dapat']",cepett originote rb dapat,"['cepett', 'originote', 'ribu', 'dapat']","['cepett', 'originote', 'ribu', 'dapat']","['cepett', 'originote', 'ribu']"
WTS preloved skincare the originote Hyalucera moisturizer (25k) Serum vitamin c isi sekitar 60% (20k) H-llow clarifying toner isi sekitar 50% (10k) TAKE ALL 50K dijual karna udh ga kepake beli di official storenya co . #preloved the originote https://t.co/q0aQm3HQ0A,wts preloved skincare the originote hyalucera moisturizer serum vitamin isi sekitar hllow clarifying toner isi sekitar take all dijual karna udh ga kepake beli di official storenya co the originote,"['wts', 'preloved', 'skincare', 'the', 'originote', 'hyalucera', 'moisturizer', 'serum', 'vitamin', 'isi', 'sekitar', 'hllow', 'clarifying', 'toner', 'isi', 'sekitar', 'take', 'all', 'dijual', 'karena', 'udah', 'ga', 'kepake', 'beli', 'di', 'official', 'storenya', 'co', 'the', 'originote']",wts preloved skincare the originote hyalucera moisturizer serum vitamin isi sekitar hllow clarifying toner isi sekitar take all dijual karena udah ga kepake beli di official storenya co the originote,"['wts', 'preloved', 'skincare', 'the', 'originote', 'hyalucera', 'moisturizer', 'serum', 'vitamin', 'isi', 'sekitar', 'hllow', 'clarifying', 'toner', 'isi', 'sekitar', 'take', 'all', 'dijual', 'karena', 'sudah', 'enggak', 'kepake', 'beli', 'di', 'official', 'storenya', 'cowok', 'the', 'originote']","['wts', 'preloved', 'skincare', 'the', 'originote', 'hyalucera', 'moisturizer', 'serum', 'vitamin', 'isi', 'sekitar', 'hllow', 'clarifying', 'toner', 'isi', 'sekitar', 'take', 'all', 'jual', 'karena', 'sudah', 'enggak', 'kepake', 'beli', 'di', 'official', 'storenya', 'cowok', 'the', 'originote']","['preloved', 'skincare', 'originote', 'hyalucera', 'moisturizer', 'serum', 'vitamin', 'isi', 'hllow', 'clarifying', 'toner', 'isi', 'take', 'all', 'jual', 'kepake', 'beli', 'official', 'storenya', 'cowok', 'originote']"
pertama kali nyobain micellar water ini langsung suka banget maskara yang waterproof langsung ke angkat sema. biasanya harus pake cleansing balm dulu baru keangkat ini cukup pake micellar water nya the originote aja https://t.co/RnBK9WN6MB,pertama kali nyobain micellar water ini langsung suka banget maskara yang waterproof langsung ke angkat sema biasanya harus pake cleansing balm dulu baru keangkat ini cukup pake micellar water nya the originote aja,"['pertama', 'kali', 'nyobain', 'micellar', 'water', 'ini', 'langsung', 'suka', 'banget', 'maskara', 'yang', 'waterproof', 'langsung', 'ke', 'angkat', 'sema', 'biasanya', 'harus', 'pakai', 'cleansing', 'balm', 'dulu', 'baru', 'keangkat', 'ini', 'cukup', 'pakai', 'micellar', 'water', 'nya', 'the', 'originote', 'saja']",pertama kali nyobain micellar water ini langsung suka banget maskara yang waterproof langsung ke angkat sema biasanya harus pakai cleansing balm dulu baru keangkat ini cukup pakai micellar water nya the originote saja,"['pertama', 'kali', 'mencoba', 'micellar', 'water', 'ini', 'langsung', 'suka', 'banget', 'maskara', 'yang', 'waterproof', 'langsung', 'ke', 'angkat', 'sema', 'biasanya', 'harus', 'pakai', 'cleansing', 'balm', 'dulu', 'baru', 'keangkat', 'ini', 'cukup', 'pakai', 'micellar', 'water', 'nya', 'the', 'originote', 'saja']","['pertama', 'kali', 'coba', 'micellar', 'water', 'ini', 'langsung', 'suka', 'banget', 'maskara', 'yang', 'waterproof', 'langsung', 'ke', 'angkat', 'sema', 'biasa', 'harus', 'pakai', 'cleansing', 'balm', 'dulu', 'baru', 'angkat', 'ini', 'cukup', 'pakai', 'micellar', 'water', 'nya', 'the', 'originote', 'saja']","['kali', 'coba', 'micellar', 'water', 'langsung', 'suka', 'banget', 'maskara', 'waterproof', 'langsung', 'angkat', 'sema', 'pakai', 'cleansing', 'balm', 'angkat', 'pakai', 'micellar', 'water', 'originote']"
cushion originote mmf ak sempet suudzon ternyata km bagus bgt bjirr,cushion originote mmf ak sempet suudzon ternyata km bagus bgt bjirr,"['cushion', 'originote', 'mmf', 'saya', 'sempat', 'suudzon', 'ternyata', 'kamu', 'bagus', 'banget', 'bjirr']",cushion originote mmf saya sempat suudzon ternyata kamu bagus banget bjirr,"['cushion', 'originote', 'mmf', 'saya', 'sempat', 'suudzon', 'ternyata', 'kamu', 'bagus', 'banget', 'bjirr']","['cushion', 'originote', 'mmf', 'saya', 'sempat', 'suudzon', 'nyata', 'kamu', 'bagus', 'banget', 'bjirr']","['cushion', 'originote', 'mmf', 'suudzon', 'nyata', 'bagus', 'banget', 'bjirr']"
yuuu the moment of truth yups pas banget kan shade light neutral di kulit aku gak kegelapan gak abu abu AAAAAA NYATU DAN KAWIN BANGET SAMA KULITKU BEST BANGET CUSHION ORIGINOTE https://t.co/W5wqZ1W0gX,yuuu the moment of truth yups pas banget kan shade light neutral di kulit aku gak kegelapan gak abu abu aaaaaa nyatu dan kawin banget sama kulitku best banget cushion originote,"['yuuu', 'the', 'moment', 'of', 'truth', 'yups', 'pas', 'banget', 'kan', 'shade', 'terang', 'neutral', 'di', 'kulit', 'aku', 'gak', 'kegelapan', 'gak', 'abu', 'abu', 'aaaaaa', 'nyatu', 'dan', 'kawin', 'banget', 'sama', 'kulitku', 'best', 'banget', 'cushion', 'originote']",yuuu the moment of truth yups pas banget kan shade terang neutral di kulit aku gak kegelapan gak abu abu aaaaaa nyatu dan kawin banget sama kulitku best banget cushion originote,"['yuk', 'the', 'moment', 'of', 'truth', 'yups', 'pas', 'banget', 'kan', 'shade', 'terang', 'neutral', 'di', 'kulit', 'aku', 'enggak', 'kegelapan', 'enggak', 'abu', 'abu', 'aaaaaa', 'nyatu', 'dan', 'kawin', 'banget', 'sama', 'kulitku', 'best', 'banget', 'cushion', 'originote']","['yuk', 'the', 'moment', 'of', 'truth', 'yups', 'pas', 'banget', 'kan', 'shade', 'terang', 'neutral', 'di', 'kulit', 'aku', 'enggak', 'gelap', 'enggak', 'abu', 'abu', 'aaaaaa', 'nyatu', 'dan', 'kawin', 'banget', 'sama', 'kulit', 'best', 'banget', 'cushion', 'originote']","['yuk', 'moment', 'of', 'truth', 'yups', 'pas', 'banget', 'shade', 'terang', 'neutral', 'kulit', 'gelap', 'abu', 'abu', 'aaaaaa', 'nyatu', 'kawin', 'banget', 'kulit', 'best', 'banget', 'cushion', 'originote']"
