full_text,Text Case Folding,Text Tokenizing,Text Normalization,Text Stemming,Text Filtering
gais kalian kalau yg mau beli originote di jangan di toko BeautyBestieYou itu KW gaiss di produknya emg review ⭐5 semua tapi tenyata yang ⭐1 tuh di hide https://t.co/o1EPmQKq5q,gais kalian kalau yg mau beli originote di jangan di toko beautybestieyou itu kw gaiss di produknya emg review semua tapi tenyata yang tuh di hide,"['gais', 'kalian', 'kalau', 'yg', 'mau', 'beli', 'originote', 'di', 'jangan', 'di', 'toko', 'beautybestieyou', 'itu', 'kw', 'gaiss', 'di', 'produknya', 'emg', 'review', 'semua', 'tapi', 'tenyata', 'yang', 'tuh', 'di', 'hide']","['gais', 'kalian', 'kalau', 'yg', 'mau', 'beli', 'originote', 'di', 'jangan', 'di', 'toko', 'beautybestieyou', 'itu', 'kw', 'gaiss', 'di', 'produknya', 'emg', 'review', 'semua', 'tapi', 'tenyata', 'yang', 'tuh', 'di', 'hide']","['gais', 'kalian', 'kalau', 'yg', 'mau', 'beli', 'originote', 'di', 'jangan', 'di', 'toko', 'beautybestieyou', 'itu', 'kw', 'gaiss', 'di', 'produk', 'emg', 'review', 'semua', 'tapi', 'tenyata', 'yang', 'tuh', 'di', 'hide']","['gais', 'beli', 'originote', 'toko', 'beautybestieyou', 'kw', 'gaiss', 'produk', 'review', 'tenyata', 'hide']"
pengen pindah mois ke originote brightening gi bokek abiss:((,pengen pindah mois ke originote brightening gi bokek abiss,"['pengen', 'pindah', 'mois', 'ke', 'originote', 'brightening', 'gi', 'bokek', 'abiss']","['pengen', 'pindah', 'mois', 'ke', 'originote', 'brightening', 'gi', 'bokek', 'abiss']","['ken', 'pindah', 'mois', 'ke', 'originote', 'brightening', 'gi', 'bokek', 'abiss']","['pindah', 'mois', 'originote', 'brightening', 'gi', 'bokek', 'abiss']"
Jual cushion the originote shade medium neutral. Baru banget beli. Baru nyoba tapi kegelapan ga ketolong banget. 80rb aja #theoriginote #cushion #jualcushion https://t.co/6OLreE0cRs,jual cushion the originote shade medium neutral baru banget beli baru nyoba tapi kegelapan ga ketolong banget rb aja,"['jual', 'cushion', 'the', 'originote', 'shade', 'medium', 'neutral', 'baru', 'banget', 'beli', 'baru', 'nyoba', 'tapi', 'kegelapan', 'ga', 'ketolong', 'banget', 'rb', 'aja']","['jual', 'cushion', 'the', 'originote', 'shade', 'medium', 'neutral', 'baru', 'banget', 'beli', 'baru', 'nyoba', 'tapi', 'kegelapan', 'ga', 'ketolong', 'banget', 'rb', 'aja']","['jual', 'cushion', 'the', 'originote', 'shade', 'medium', 'neutral', 'baru', 'banget', 'beli', 'baru', 'nyoba', 'tapi', 'gelap', 'ga', 'tolong', 'banget', 'rb', 'aja']","['jual', 'cushion', 'the', 'originote', 'shade', 'medium', 'neutral', 'banget', 'beli', 'nyoba', 'gelap', 'tolong', 'banget', 'rb']"
The originote atau skintific CUUUYYYYY ,the originote atau skintific cuuuyyyyy,"['the', 'originote', 'atau', 'skintific', 'cuuuyyyyy']","['the', 'originote', 'atau', 'skintific', 'cuuuyyyyy']","['the', 'originote', 'atau', 'skintific', 'cuuuyyyyy']","['the', 'originote', 'skintific', 'cuuuyyyyy']"
@unnesmenfess Serum Avoskin baru di pake 3 kali ya sesuai pict kondisinya ED di 11/24 (35k) Serum Npure ED 01/26 (20k) Serum Originote retinol ED 14/02/26 (30k) https://t.co/xrJYjP38AM,serum avoskin baru di pake kali ya sesuai pict kondisinya ed di  serum npure ed  serum originote retinol ed ,"['serum', 'avoskin', 'baru', 'di', 'pake', 'kali', 'ya', 'sesuai', 'pict', 'kondisinya', 'ed', 'di', 'serum', 'npure', 'ed', 'serum', 'originote', 'retinol', 'ed']","['serum', 'avoskin', 'baru', 'di', 'pake', 'kali', 'ya', 'sesuai', 'pict', 'kondisinya', 'ed', 'di', 'serum', 'npure', 'ed', 'serum', 'originote', 'retinol', 'ed']","['serum', 'avoskin', 'baru', 'di', 'pake', 'kali', 'ya', 'sesuai', 'pict', 'kondisi', 'ed', 'di', 'serum', 'npure', 'ed', 'serum', 'originote', 'retinol', 'ed']","['serum', 'avoskin', 'pake', 'kali', 'sesuai', 'pict', 'kondisi', 'ed', 'serum', 'npure', 'ed', 'serum', 'originote', 'retinol', 'ed']"
@berrypeachsweet Kak mw originote masii ada ga??,kak mw originote masii ada ga,"['kak', 'mw', 'originote', 'masii', 'ada', 'ga']","['kak', 'mw', 'originote', 'masii', 'ada', 'ga']","['kak', 'mw', 'originote', 'masii', 'ada', 'ga']","['kak', 'mw', 'originote', 'masii']"
@undipmenfess bisa sopi !!! The Originote 32k ajaaaa https://t.co/hjcoTAKOx7,bisa sopi the originote  ajaaaa,"['bisa', 'sopi', 'the', 'originote', 'ajaaaa']","['bisa', 'sopi', 'the', 'originote', 'ajaaaa']","['bisa', 'sopi', 'the', 'originote', 'ajaaaa']","['sopi', 'the', 'originote', 'ajaaaa']"
babi juga ni originote gw mau hemat tp dia bikin promo b1g1 tapi sbnrnya gw lagi ga butuh gt tapi kyk lumayan bgt?!,babi juga ni originote gw mau hemat tp dia bikin promo bg tapi sbnrnya gw lagi ga butuh gt tapi kyk lumayan bgt,"['babi', 'juga', 'ni', 'originote', 'gw', 'mau', 'hemat', 'tp', 'dia', 'bikin', 'promo', 'bg', 'tapi', 'sbnrnya', 'gw', 'lagi', 'ga', 'butuh', 'gt', 'tapi', 'kyk', 'lumayan', 'bgt']","['babi', 'juga', 'ni', 'originote', 'gw', 'mau', 'hemat', 'tp', 'dia', 'bikin', 'promo', 'bg', 'tapi', 'sbnrnya', 'gw', 'lagi', 'ga', 'butuh', 'gt', 'tapi', 'kyk', 'lumayan', 'bgt']","['babi', 'juga', 'ni', 'originote', 'gw', 'mau', 'hemat', 'tp', 'dia', 'bikin', 'promo', 'bg', 'tapi', 'sbnrnya', 'gw', 'lagi', 'ga', 'butuh', 'gt', 'tapi', 'kyk', 'lumayan', 'bgt']","['babi', 'ni', 'originote', 'gw', 'hemat', 'tp', 'promo', 'bg', 'sbnrnya', 'gw', 'butuh', 'gt', 'kyk', 'lumayan', 'bgt']"
TONER ORIGINOTE CICA masih segel yak https://t.co/0kM579yIlo,toner originote cica masih segel yak,"['toner', 'originote', 'cica', 'masih', 'segel', 'yak']","['toner', 'originote', 'cica', 'masih', 'segel', 'yak']","['toner', 'originote', 'cica', 'masih', 'segel', 'yak']","['toner', 'originote', 'cica', 'segel', 'yak']"
Lip oilnya originote bagus banget,lip oilnya originote bagus banget,"['lip', 'oilnya', 'originote', 'bagus', 'banget']","['lip', 'oilnya', 'originote', 'bagus', 'banget']","['lip', 'oilnya', 'originote', 'bagus', 'banget']","['lip', 'oilnya', 'originote', 'bagus', 'banget']"
AHA BHA originote enak bgt woy pen w makan lmlm ky manis bgt,aha bha originote enak bgt woy pen  makan lmlm ky manis bgt,"['aha', 'bha', 'originote', 'enak', 'bgt', 'woy', 'pen', 'makan', 'lmlm', 'ky', 'manis', 'bgt']","['aha', 'bha', 'originote', 'enak', 'bgt', 'woy', 'pen', 'makan', 'lmlm', 'ky', 'manis', 'bgt']","['aha', 'bha', 'originote', 'enak', 'bgt', 'woy', 'pen', 'makan', 'lmlm', 'ky', 'manis', 'bgt']","['aha', 'bha', 'originote', 'enak', 'bgt', 'woy', 'makan', 'lmlm', 'ky', 'manis', 'bgt']"
 Buat ngebersihin make up mantul yang mana bil? Dua-duanya oke yaa buat ngehapus make up effortless juga sea make up lebih cepet ngebersihinnya sedangkan the originote daya bersihnya lebih oke. Tapi untuk maskara yang bener-bener waterproof dua mw gentong ini harus dipake https://t.co/YSK6QSAAPD,buat ngebersihin make up mantul yang mana bil duaduanya oke yaa buat ngehapus make up effortless juga sea make up lebih cepet ngebersihinnya sedangkan the originote daya bersihnya lebih oke tapi untuk maskara yang benerbener waterproof dua mw gentong ini harus dipake,"['buat', 'ngebersihin', 'make', 'up', 'mantul', 'yang', 'mana', 'bil', 'duaduanya', 'oke', 'yaa', 'buat', 'ngehapus', 'make', 'up', 'effortless', 'juga', 'sea', 'make', 'up', 'lebih', 'cepet', 'ngebersihinnya', 'sedangkan', 'the', 'originote', 'daya', 'bersihnya', 'lebih', 'oke', 'tapi', 'untuk', 'maskara', 'yang', 'benerbener', 'waterproof', 'dua', 'mw', 'gentong', 'ini', 'harus', 'dipake']","['buat', 'ngebersihin', 'make', 'up', 'mantul', 'yang', 'mana', 'bil', 'duaduanya', 'oke', 'yaa', 'buat', 'ngehapus', 'make', 'up', 'effortless', 'juga', 'sea', 'make', 'up', 'lebih', 'cepet', 'ngebersihinnya', 'sedangkan', 'the', 'originote', 'daya', 'bersihnya', 'lebih', 'oke', 'tapi', 'untuk', 'maskara', 'yang', 'benerbener', 'waterproof', 'dua', 'mw', 'gentong', 'ini', 'harus', 'dipake']","['buat', 'ngebersihin', 'make', 'up', 'mantul', 'yang', 'mana', 'bil', 'duaduanya', 'oke', 'yaa', 'buat', 'ngehapus', 'make', 'up', 'effortless', 'juga', 'sea', 'make', 'up', 'lebih', 'cepet', 'ngebersihinnya', 'sedang', 'the', 'originote', 'daya', 'bersih', 'lebih', 'oke', 'tapi', 'untuk', 'maskara', 'yang', 'benerbener', 'waterproof', 'dua', 'mw', 'gentong', 'ini', 'harus', 'dipake']","['ngebersihin', 'make', 'up', 'mantul', 'bil', 'duaduanya', 'oke', 'yaa', 'ngehapus', 'make', 'up', 'effortless', 'sea', 'make', 'up', 'cepet', 'ngebersihinnya', 'the', 'originote', 'daya', 'bersih', 'oke', 'maskara', 'benerbener', 'waterproof', 'mw', 'gentong', 'dipake']"
sunscreennya the originote baunya gaenak anjir,sunscreennya the originote baunya gaenak anjir,"['sunscreennya', 'the', 'originote', 'baunya', 'gaenak', 'anjir']","['sunscreennya', 'the', 'originote', 'baunya', 'gaenak', 'anjir']","['sunscreennya', 'the', 'originote', 'bau', 'gaenak', 'anjir']","['sunscreennya', 'the', 'originote', 'bau', 'gaenak', 'anjir']"
baru tau owner the originote dosen kecantikkan anjir,baru tau owner the originote dosen kecantikkan anjir,"['baru', 'tau', 'owner', 'the', 'originote', 'dosen', 'kecantikkan', 'anjir']","['baru', 'tau', 'owner', 'the', 'originote', 'dosen', 'kecantikkan', 'anjir']","['baru', 'tau', 'owner', 'the', 'originote', 'dosen', 'cantik', 'anjir']","['owner', 'the', 'originote', 'dosen', 'cantik', 'anjir']"
Sedih bgt ga cocok sama fw the originote :(,sedih bgt ga cocok sama fw the originote,"['sedih', 'bgt', 'ga', 'cocok', 'sama', 'fw', 'the', 'originote']","['sedih', 'bgt', 'ga', 'cocok', 'sama', 'fw', 'the', 'originote']","['sedih', 'bgt', 'ga', 'cocok', 'sama', 'fw', 'the', 'originote']","['sedih', 'bgt', 'cocok', 'fw', 'the', 'originote']"
Aku suudaon sama originote gang bikin muka w tambah kek pulu pulu,aku suudaon sama originote gang bikin muka  tambah kek pulu pulu,"['aku', 'suudaon', 'sama', 'originote', 'gang', 'bikin', 'muka', 'tambah', 'kek', 'pulu', 'pulu']","['aku', 'suudaon', 'sama', 'originote', 'gang', 'bikin', 'muka', 'tambah', 'kek', 'pulu', 'pulu']","['aku', 'suudaon', 'sama', 'originote', 'gang', 'bikin', 'muka', 'tambah', 'kek', 'pulu', 'pulu']","['suudaon', 'originote', 'gang', 'muka', 'kek', 'pulu', 'pulu']"
The originote moisturizernya gak cocok. Hueng. Baru juga sekali oles dikit dah merah.,the originote moisturizernya gak cocok hueng baru juga sekali oles dikit dah merah,"['the', 'originote', 'moisturizernya', 'gak', 'cocok', 'hueng', 'baru', 'juga', 'sekali', 'oles', 'dikit', 'dah', 'merah']","['the', 'originote', 'moisturizernya', 'gak', 'cocok', 'hueng', 'baru', 'juga', 'sekali', 'oles', 'dikit', 'dah', 'merah']","['the', 'originote', 'moisturizernya', 'gak', 'cocok', 'hueng', 'baru', 'juga', 'sekali', 'oles', 'dikit', 'dah', 'merah']","['the', 'originote', 'moisturizernya', 'cocok', 'hueng', 'oles', 'dikit', 'dah', 'merah']"
@chogeumgyu kak belum??,kak belum,"['kak', 'belum']","['kak', 'belum']","['kak', 'belum']",['kak']
Cepett originote 70rb dapet 4 https://t.co/zd9RbahrHT https://t.co/JWxi33eofm,cepett originote rb dapet,"['cepett', 'originote', 'rb', 'dapet']","['cepett', 'originote', 'rb', 'dapet']","['cepett', 'originote', 'rb', 'dapet']","['cepett', 'originote', 'rb', 'dapet']"
WTS preloved skincare the originote Hyalucera moisturizer (25k) Serum vitamin c isi sekitar 60% (20k) H-llow clarifying toner isi sekitar 50% (10k) TAKE ALL 50K dijual karna udh ga kepake beli di official storenya co . #preloved the originote https://t.co/q0aQm3HQ0A,wts preloved skincare the originote hyalucera moisturizer  serum vitamin  isi sekitar  hllow clarifying toner isi sekitar  take all  dijual karna udh ga kepake beli di official storenya co the originote,"['wts', 'preloved', 'skincare', 'the', 'originote', 'hyalucera', 'moisturizer', 'serum', 'vitamin', 'isi', 'sekitar', 'hllow', 'clarifying', 'toner', 'isi', 'sekitar', 'take', 'all', 'dijual', 'karna', 'udh', 'ga', 'kepake', 'beli', 'di', 'official', 'storenya', 'co', 'the', 'originote']","['wts', 'preloved', 'skincare', 'the', 'originote', 'hyalucera', 'moisturizer', 'serum', 'vitamin', 'isi', 'sekitar', 'hllow', 'clarifying', 'toner', 'isi', 'sekitar', 'take', 'all', 'dijual', 'karna', 'udh', 'ga', 'kepake', 'beli', 'di', 'official', 'storenya', 'co', 'the', 'originote']","['wts', 'preloved', 'skincare', 'the', 'originote', 'hyalucera', 'moisturizer', 'serum', 'vitamin', 'isi', 'sekitar', 'hllow', 'clarifying', 'toner', 'isi', 'sekitar', 'take', 'all', 'jual', 'karna', 'udh', 'ga', 'kepake', 'beli', 'di', 'official', 'storenya', 'co', 'the', 'originote']","['wts', 'preloved', 'skincare', 'the', 'originote', 'hyalucera', 'moisturizer', 'serum', 'vitamin', 'isi', 'hllow', 'clarifying', 'toner', 'isi', 'take', 'all', 'jual', 'karna', 'udh', 'kepake', 'beli', 'official', 'storenya', 'co', 'the', 'originote']"
pertama kali nyobain micellar water ini langsung suka banget maskara yang waterproof langsung ke angkat sema. biasanya harus pake cleansing balm dulu baru keangkat ini cukup pake micellar water nya the originote aja https://t.co/RnBK9WN6MB,pertama kali nyobain micellar water ini langsung suka banget maskara yang waterproof langsung ke angkat sema biasanya harus pake cleansing balm dulu baru keangkat ini cukup pake micellar water nya the originote aja,"['pertama', 'kali', 'nyobain', 'micellar', 'water', 'ini', 'langsung', 'suka', 'banget', 'maskara', 'yang', 'waterproof', 'langsung', 'ke', 'angkat', 'sema', 'biasanya', 'harus', 'pake', 'cleansing', 'balm', 'dulu', 'baru', 'keangkat', 'ini', 'cukup', 'pake', 'micellar', 'water', 'nya', 'the', 'originote', 'aja']","['pertama', 'kali', 'nyobain', 'micellar', 'water', 'ini', 'langsung', 'suka', 'banget', 'maskara', 'yang', 'waterproof', 'langsung', 'ke', 'angkat', 'sema', 'biasanya', 'harus', 'pake', 'cleansing', 'balm', 'dulu', 'baru', 'keangkat', 'ini', 'cukup', 'pake', 'micellar', 'water', 'nya', 'the', 'originote', 'aja']","['pertama', 'kali', 'nyobain', 'micellar', 'water', 'ini', 'langsung', 'suka', 'banget', 'maskara', 'yang', 'waterproof', 'langsung', 'ke', 'angkat', 'sema', 'biasa', 'harus', 'pake', 'cleansing', 'balm', 'dulu', 'baru', 'angkat', 'ini', 'cukup', 'pake', 'micellar', 'water', 'nya', 'the', 'originote', 'aja']","['kali', 'nyobain', 'micellar', 'water', 'langsung', 'suka', 'banget', 'maskara', 'waterproof', 'langsung', 'angkat', 'sema', 'pake', 'cleansing', 'balm', 'angkat', 'pake', 'micellar', 'water', 'the', 'originote']"
cushion originote mmf ak sempet suudzon ternyata km bagus bgt bjirr,cushion originote mmf ak sempet suudzon ternyata km bagus bgt bjirr,"['cushion', 'originote', 'mmf', 'ak', 'sempet', 'suudzon', 'ternyata', 'km', 'bagus', 'bgt', 'bjirr']","['cushion', 'originote', 'mmf', 'ak', 'sempet', 'suudzon', 'ternyata', 'km', 'bagus', 'bgt', 'bjirr']","['cushion', 'originote', 'mmf', 'ak', 'sempet', 'suudzon', 'nyata', 'km', 'bagus', 'bgt', 'bjirr']","['cushion', 'originote', 'mmf', 'ak', 'sempet', 'suudzon', 'nyata', 'km', 'bagus', 'bgt', 'bjirr']"
yuuu the moment of truth yups pas banget kan shade light neutral di kulit aku gak kegelapan gak abu abu AAAAAA NYATU DAN KAWIN BANGET SAMA KULITKU BEST BANGET CUSHION ORIGINOTE https://t.co/W5wqZ1W0gX,yuuu the moment of truth yups pas banget kan shade light neutral di kulit aku gak kegelapan gak abu abu aaaaaa nyatu dan kawin banget sama kulitku best banget cushion originote,"['yuuu', 'the', 'moment', 'of', 'truth', 'yups', 'pas', 'banget', 'kan', 'shade', 'light', 'neutral', 'di', 'kulit', 'aku', 'gak', 'kegelapan', 'gak', 'abu', 'abu', 'aaaaaa', 'nyatu', 'dan', 'kawin', 'banget', 'sama', 'kulitku', 'best', 'banget', 'cushion', 'originote']","['yuuu', 'the', 'moment', 'of', 'truth', 'yups', 'pas', 'banget', 'kan', 'shade', 'light', 'neutral', 'di', 'kulit', 'aku', 'gak', 'kegelapan', 'gak', 'abu', 'abu', 'aaaaaa', 'nyatu', 'dan', 'kawin', 'banget', 'sama', 'kulitku', 'best', 'banget', 'cushion', 'originote']","['yuuu', 'the', 'moment', 'of', 'truth', 'yups', 'pas', 'banget', 'kan', 'shade', 'light', 'neutral', 'di', 'kulit', 'aku', 'gak', 'gelap', 'gak', 'abu', 'abu', 'aaaaaa', 'nyatu', 'dan', 'kawin', 'banget', 'sama', 'kulit', 'best', 'banget', 'cushion', 'originote']","['yuuu', 'the', 'moment', 'of', 'truth', 'yups', 'pas', 'banget', 'shade', 'light', 'neutral', 'kulit', 'gelap', 'abu', 'abu', 'aaaaaa', 'nyatu', 'kawin', 'banget', 'kulit', 'best', 'banget', 'cushion', 'originote']"
mau ganti pelembab dari rumah apa coba originote ya dahlah balik emina aja tapi kayaknya madame gie juga bagus ujung²nya sampe tempat ya originote ,mau ganti pelembab dari rumah apa coba originote ya dahlah balik emina aja tapi kayaknya madame gie juga bagus ujungnya sampe tempat ya originote,"['mau', 'ganti', 'pelembab', 'dari', 'rumah', 'apa', 'coba', 'originote', 'ya', 'dahlah', 'balik', 'emina', 'aja', 'tapi', 'kayaknya', 'madame', 'gie', 'juga', 'bagus', 'ujungnya', 'sampe', 'tempat', 'ya', 'originote']","['mau', 'ganti', 'pelembab', 'dari', 'rumah', 'apa', 'coba', 'originote', 'ya', 'dahlah', 'balik', 'emina', 'aja', 'tapi', 'kayaknya', 'madame', 'gie', 'juga', 'bagus', 'ujungnya', 'sampe', 'tempat', 'ya', 'originote']","['mau', 'ganti', 'pelembab', 'dari', 'rumah', 'apa', 'coba', 'originote', 'ya', 'dah', 'balik', 'emina', 'aja', 'tapi', 'kayak', 'madame', 'gie', 'juga', 'bagus', 'ujung', 'sampe', 'tempat', 'ya', 'originote']","['ganti', 'pelembab', 'rumah', 'coba', 'originote', 'dah', 'emina', 'kayak', 'madame', 'gie', 'bagus', 'ujung', 'sampe', 'originote']"
Yang belum nyobain the originote cobain deh sekarang mumpung lagi promo,yang belum nyobain the originote cobain deh sekarang mumpung lagi promo,"['yang', 'belum', 'nyobain', 'the', 'originote', 'cobain', 'deh', 'sekarang', 'mumpung', 'lagi', 'promo']","['yang', 'belum', 'nyobain', 'the', 'originote', 'cobain', 'deh', 'sekarang', 'mumpung', 'lagi', 'promo']","['yang', 'belum', 'nyobain', 'the', 'originote', 'cobain', 'deh', 'sekarang', 'mumpung', 'lagi', 'promo']","['nyobain', 'the', 'originote', 'cobain', 'deh', 'mumpung', 'promo']"
Apa gua harus coba sepaket originote? :&lt; facial wash blm nemu yg oke. Skrg ini pake cleveru dbilang cocok sih cocok tapi ga bikin ada perubahan :&lt;,apa gua harus coba sepaket originote lt facial wash blm nemu yg oke skrg ini pake cleveru dbilang cocok sih cocok tapi ga bikin ada perubahan lt,"['apa', 'gua', 'harus', 'coba', 'sepaket', 'originote', 'lt', 'facial', 'wash', 'blm', 'nemu', 'yg', 'oke', 'skrg', 'ini', 'pake', 'cleveru', 'dbilang', 'cocok', 'sih', 'cocok', 'tapi', 'ga', 'bikin', 'ada', 'perubahan', 'lt']","['apa', 'gua', 'harus', 'coba', 'sepaket', 'originote', 'lt', 'facial', 'wash', 'blm', 'nemu', 'yg', 'oke', 'skrg', 'ini', 'pake', 'cleveru', 'dbilang', 'cocok', 'sih', 'cocok', 'tapi', 'ga', 'bikin', 'ada', 'perubahan', 'lt']","['apa', 'gua', 'harus', 'coba', 'paket', 'originote', 'lt', 'facial', 'wash', 'blm', 'nemu', 'yg', 'oke', 'skrg', 'ini', 'pake', 'cleveru', 'dbilang', 'cocok', 'sih', 'cocok', 'tapi', 'ga', 'bikin', 'ada', 'ubah', 'lt']","['gua', 'coba', 'paket', 'originote', 'lt', 'facial', 'wash', 'blm', 'nemu', 'oke', 'skrg', 'pake', 'cleveru', 'dbilang', 'cocok', 'cocok', 'ubah', 'lt']"
moist the originote best bgt buat muka beruntusan awal make purging siii tapi akhirnyaa manteppp beruntusan jadii mendemm walauu belum seberapaa karna pakai nyaa belum dalam jangka waktu yang lama. tetep lov bgt dehh bakal pake ini teruss!!,moist the originote best bgt buat muka beruntusan awal make purging siii tapi akhirnyaa manteppp beruntusan jadii mendemm walauu belum seberapaa karna pakai nyaa belum dalam jangka waktu yang lama tetep lov bgt dehh bakal pake ini teruss,"['moist', 'the', 'originote', 'best', 'bgt', 'buat', 'muka', 'beruntusan', 'awal', 'make', 'purging', 'siii', 'tapi', 'akhirnyaa', 'manteppp', 'beruntusan', 'jadii', 'mendemm', 'walauu', 'belum', 'seberapaa', 'karna', 'pakai', 'nyaa', 'belum', 'dalam', 'jangka', 'waktu', 'yang', 'lama', 'tetep', 'lov', 'bgt', 'dehh', 'bakal', 'pake', 'ini', 'teruss']","['moist', 'the', 'originote', 'best', 'bgt', 'buat', 'muka', 'beruntusan', 'awal', 'make', 'purging', 'siii', 'tapi', 'akhirnyaa', 'manteppp', 'beruntusan', 'jadii', 'mendemm', 'walauu', 'belum', 'seberapaa', 'karna', 'pakai', 'nyaa', 'belum', 'dalam', 'jangka', 'waktu', 'yang', 'lama', 'tetep', 'lov', 'bgt', 'dehh', 'bakal', 'pake', 'ini', 'teruss']","['moist', 'the', 'originote', 'best', 'bgt', 'buat', 'muka', 'beruntus', 'awal', 'make', 'purging', 'siii', 'tapi', 'akhirnyaa', 'manteppp', 'beruntus', 'jadi', 'mendemm', 'walauu', 'belum', 'seberapaa', 'karna', 'pakai', 'nyaa', 'belum', 'dalam', 'jangka', 'waktu', 'yang', 'lama', 'tetep', 'lov', 'bgt', 'dehh', 'bakal', 'pake', 'ini', 'teruss']","['moist', 'the', 'originote', 'best', 'bgt', 'muka', 'beruntus', 'make', 'purging', 'siii', 'akhirnyaa', 'manteppp', 'beruntus', 'mendemm', 'walauu', 'seberapaa', 'karna', 'pakai', 'nyaa', 'jangka', 'tetep', 'lov', 'bgt', 'dehh', 'pake', 'teruss']"
