,Teks,stemming
130,Izin wts cushion originote Dijual karena salah shade yang mau bisa DM aja ya️ https://t.co/F0UyUm2Idv,izin wts cushion originote jual karena salah shade yang mau bisa dm aja ya https t co f0uyum2idv
131,@discountfess info kreator golden tick skincare atau make up brand implora originote gtu2 dongg plss,discountfess info kreator golden tick skincare atau make up brand implora originote gtu2 dongg plss
132,@ohmybeautybank Bukan aff ya tapi dulu kusem bgt. skincare apa aja skrg yg aku pake mari aku spill! St : oily acne prone Fw : somethinc low ph Micellar water : nivea/garnier biru Toner : skin1004 hyalura cica Ss : skin1004 hyalura cica Moist : originote/cosrx Exfo : avoskin Retinol : originote https://t.co/2vjLeRv6sM,ohmybeautybank bukan aff ya tapi dulu kusem bgt skincare apa aja skrg yg aku pake mari aku spill st oily acne prone fw somethinc low ph micellar water nivea garnier biru toner skin1004 hyalura cica ss skin1004 hyalura cica moist originote cosrx exfo avoskin retinol originote https t co 2vjlerv6sm
133,Yang baru mau nyobain retinol plis kalian bisa coba dulu yang tipis tipis ini biar kulit kalian tetep aman cyyyn. Moisturizer dan Serum dari originote ini bisa jadi alternatif kalian gengss.. Yang udah keliatan garis garis halus kusem dan ngerasa lebih tua (next),yang baru mau nyobain retinol plis kalian bisa coba dulu yang tipis tipis ini biar kulit kalian tetep aman cyyyn moisturizer dan serum dari originote ini bisa jadi alternatif kalian gengss yang udah liat garis garis halus kusem dan ngerasa lebih tua next
134,@_racikanrayya_ Mw ikutan deh hehe https://t.co/64aqhK38aH,racikanrayya mw ikut deh hehe https t co 64aqhk38ah
135,@ohmybeautybank Aku pke originote bagus tapi rontok,ohmybeautybank aku pke originote bagus tapi rontok
136,@i_m_mortal_ kena m04 mending co yang pasti2 ajaa wkwkwk https://t.co/WKvgSRiFMZ,i m mortal kena m04 mending co yang pasti2 ajaa wkwkwk https t co wkvgsrifmz
137,nyobain topokki nya mujigae... dan aku kureng suka menurutku toeknya keras dan bumbunya terlalu berat di lidahku. pernah nyobain merk mamasuka dan enak bgtbgtbgtt... trus ini snack nya wonhae juga gak oke dah intinya mah gw mau makan dine in di mujigae / kemasan gak cocok. https://t.co/e9jVQu2yCZ,nyobain topokki nya mujigae dan aku reng suka turut toeknya keras dan bumbu terlalu berat di lidah pernah nyobain merk mamasuka dan enak bgtbgtbgtt trus ini snack nya wonhae juga gak oke dah inti mah gw mau makan dine in di mujigae kemas gak cocok https t co e9jvqu2ycz
138,The Originote BHA Charcoal Clay Mask - Masker Wajah Mud Mask Eksfoliasi Mengangkat Sel Kulit Mati Menghilangkan Minyak Berlebih with Charcoal BHAhttps://shope.ee/9KIEnJ56FV,the originote bha charcoal clay mask - masker wajah mud mask eksfoliasi angkat sel kulit mati hilang minyak lebih with charcoal bhahttps shope ee 9kienj56fv
139,5. Moisturizer !! I use The Originote Hyalucera Moisturizer. BEST SEJUK GILAA pagi pagi tu segar teruss kalau korang letak dalam mini fridge ke segar terus! https://t.co/RW4Yji1KpX,5 moisturizer i use the originote hyalucera moisturizer best sejuk gilaa pagi pagi tu segar teruss kalau korang letak dalam mini fridge ke segar terus https t co rw4yji1kpx
140,segentong gini harganya cuma 40ribuan! murah banget gak sih padahal 300ml loh kayaknya bakalan awet sampe 3 bulanan deh? cus beli di sini kalo lagi live malah bisa lebih murah lagi ⤵️ https://t.co/L3SQEWczEI,gentong gin harga cuma 40ribuan murah banget gak sih padahal 300ml loh kayak bakal awet sampe 3 bulan deh cus beli di sini kalo lagi live malah bisa lebih murah lagi https t co l3sqewczei
141,@katensultan Gue kira dia pke originote yg sepaket 100rb gagal ngikutin deh,katensultan gue kira dia pke originote yg paket 100rb gagal ngikutin deh
142,@shawnacoustics dari awal kepo banget sama ceratinol moist nya the originote,shawnacoustics dari awal kepo banget sama ceratinol moist nya the originote
143,@h0neymilktea_ Kalo diantara originote sama instaperfect untuk sehari-hari bagusan yg mana kak?,h0neymilktea kalo antara originote sama instaperfect untuk hari bagus yg mana kak
144,aneh bet anjir.... kenapa gak masuk langsung 1.5jt pake segala minus admin 1.5k masuk lagi 1.5k KWKWKW https://t.co/uK6C1c2RFy,aneh bet anjir kenapa gak masuk langsung 1 5jt pake segala minus admin 1 5k masuk lagi 1 5k kwkwkw https t co uk6c1c2rfy
145,@luna9yu cushion originote sgt full coverage kakk tdk disarankan kalo mau yg ringan ringan ajahh,luna9yu cushion originote sgt full coverage kakk tdk saran kalo mau yg ringan ringan ajahh
146,@xiaosyauu Ohh iya iya aku pake originote bii,xiaosyauu ohh iya iya aku pake originote bii
147,@jungwoni_ halo ka kamu udh berhasil dapet tiket belumm?,jungwoni halo ka kamu udh hasil dapet tiket belumm
148,@ohmybeautybank Ceratinol dari the originote kak bikin mulus gitu kulit aku nyaa,ohmybeautybank ceratinol dari the originote kak bikin mulus gitu kulit aku nyaa
149,@northaerglo Mbb kak reply nya gamasuk soalnya masih kak,northaerglo mbb kak reply nya gamasuk soal masih kak
150,@achaaci_ Baru tau originote ada clay stick mask,achaaci baru tau originote ada clay stick mask
151,@supal0nelYy_ ANJINK DEMI APAAAAAAAAA UDH 3 JAM?!?,supal0nelyy anjink demi apaaaaaaaaa udh 3 jam
152,full_text,full text
153,sekarang aku lagi pakai micellar waternya originote yg BESAR BGTTTT ini selalu aku pake walopun ga kemana2 tapi double cleansing itu WAJIB https://t.co/eE6oerujqX,sekarang aku lagi pakai micellar waternya originote yg besar bgtttt ini selalu aku pake walopun ga kemana2 tapi double cleansing itu wajib https t co ee6oerujqx
154,@ohmybeautybank Kulitku berminyak berjerawat pakai moisturizer the originote ini nder udh aku repurchase ampe punya 4 jar. Teksturnya enak bgt untuk kulit berminyak bikin lembab tp gk berat di kulit. Adem bgt efeknya dia bisa ngurangin redness di aku dan gk bikin beruntusan. Harganya juga https://t.co/5Brd2s0Nqx,ohmybeautybank kulit minyak jerawat pakai moisturizer the originote ini nder udh aku repurchase ampe punya 4 jar tekstur enak bgt untuk kulit minyak bikin lembab tp gk berat di kulit adem bgt efek dia bisa ngurangin redness di aku dan gk bikin beruntus harga juga https t co 5brd2s0nqx
155,karena double cleansing tuh tiap hari jd sekalian cari yg ukuran gentong dan harganya murce makannya aku pilih micellar ini !!! the originote hyalurose micellar water https://t.co/FP3kCrrSpu,karena double cleansing tuh tiap hari jd sekali cari yg ukur gentong dan harga murce makan aku pilih micellar ini the originote hyalurose micellar water https t co fp3kcrrspu
156,Produk andalan aku kalau double cleansing the originote hyalurose micellar water + facial washnya! Ini andalan banget sih krn harganya affordable &amp; isinya banyak bgt! #racuninskincare : https://t.co/w8wgE0pzgo https://t.co/DvJS5z4P9f,produk andal aku kalau double cleansing the originote hyalurose micellar water facial washnya ini andal banget sih krn harga affordable amp isi banyak bgt racuninskincare https t co w8wge0pzgo https t co dvjs5z4p9f
157,qrt this with your.. fw: kojie san micellar: - toner: - moist: the originote serum: - ss: npure exfo: - lip care: vaseline lip care (rosy lips) kangen deh skincarean yg banyak bgt kyk dulu :((,qrt this with your fw kojie san micellar - toner - moist the originote serum - ss npure exfo - lip care vaseline lip care rosy lips kangen deh skincarean yg banyak bgt kyk dulu
158,Aku suka tipe pake first cleansing dgn micellar water yang ringan &amp; tetap lembab dikulit . Daya angkatnya oke Ini aku pake Micellar Hyalurose The Originote Puas banget pakeknya . Ukurannya super jumbo dan lembab serta bersih di pori2 kulit https://t.co/MyrHf7ZXLp https://t.co/MUYmdTO2IQ,aku suka tipe pake first cleansing dgn micellar water yang ringan amp tetap lembab kulit daya angkat oke ini aku pake micellar hyalurose the originote puas banget pakeknya ukur super jumbo dan lembab serta bersih di pori2 kulit https t co myrhf7zxlp https t co muymdto2iq
159,Jog mau nanya beli micellar water merk originote yang offline di mana ya? Mungkin ada yang tau di mana gitu makasih buat yang udah jawab ,jog mau nanya beli micellar water merk originote yang offline di mana ya mungkin ada yang tau di mana gitu makasih buat yang udah jawab
160,halooo cah aku mau jual retinol b3 serum dari the originote preloved. yang berminat rep aja yaa nanti aku dm makasi️‍ https://t.co/8mGzlUghfL,halooo cah aku mau jual retinol b3 serum dari the originote preloved yang minat rep aja yaa nanti aku dm makas https t co 8mgzlughfl
161,Untuk memastikan kulit bersih dari debu dan kotoran yg ga kasat mata aku belakangan selalu pake Hyalurose Micellar Water nya the originote as my first cleanser yg emang udah jadi andalanku banget sejak pertama launching Before After https://t.co/Orn6ziIuBg,untuk pasti kulit bersih dari debu dan kotor yg ga kasat mata aku belakang selalu pake hyalurose micellar water nya the originote as my first cleanser yg emang udah jadi andal banget sejak pertama launching before after https t co orn6ziiubg
162,tanya beli fw originote di tokped pake voc 30k 100% status di tokped barang udah diterima tp aku blm nerima aku cek kedepan jg gaada paketnya ditetangga jg gaada. gmn caranya dapet no kurir nya? soalnya aku dah komplen tapi responnya lama bgt help me,tanya beli fw originote di tokped pake voc 30k 100 status di tokped barang udah terima tp aku blm nerima aku cek depan jg gaada paket tetangga jg gaada gmn cara dapet no kurir nya soal aku dah komplen tapi responnya lama bgt help me
163,@convomf Originote sih TOP. Awalnya skeptis but turns out malah ngerawat bgt kulit aku biar gak breakout. Tentunya jd siap menghadapi just read-an nya mas crush karna udh gak pusing mikirin muka :) mana gadibales udh sebulan pulak https://t.co/vp4AEgnaGE https://t.co/Pyw0M2DV1X,convomf originote sih top awal skeptis but turns out malah ngerawat bgt kulit aku biar gak breakout tentu jd siap hadap just read-an nya mas crush karna udh gak pusing mikirin muka mana gadibales udh bulan pulak https t co vp4aegnage https t co pyw0m2dv1x
164,Suka micellar water the originote ini karena aplikatornya pump jadi praktis! Harganya affordable isinya banyak deep cleansingnya oke aman untuk kulit sensitif &amp; acne prone skin jugaa! https://t.co/iLQPHq1bRt,suka micellar water the originote ini karena aplikatornya pump jadi praktis harga affordable isi banyak deep cleansingnya oke aman untuk kulit sensitif amp acne prone skin jugaa https t co ilqphq1brt
165,Makanya begitu the originote ngeluarin micellar water yang sama gedenya dengan harga yang lebih terjangkau kantongku ini i feel so excited pliis.. Size 300ml cuma 48k doang dan gak kalah kualitasnya juga is a good alternatif Aku beli disini : https://t.co/hQSVgm6mw8,makanya begitu the originote ngeluarin micellar water yang sama gede dengan harga yang lebih jangkau kantong ini i feel so excited pliis size 300ml cuma 48k doang dan gak kalah kualitas juga is a good alternatif aku beli sini https t co hqsvgm6mw8
166,Aku ada serum Vit C nya Originote sisa 2 yg mau boleh lgsg CO ini free yaa^^ https://t.co/N9CwZX2tlH,aku ada serum vit c nya originote sisa 2 yg mau boleh lgsg co ini free yaa https t co n9cwzx2tlh
167,bisa pake apa aja tp ku lg pake the originote. enakeun bgt lembut di kulit gak perih samsek dan afternya gak bikin kering. https://t.co/F6xS7hvdkr,bisa pake apa aja tp ku lg pake the originote enakeun bgt lembut di kulit gak perih samsek dan afternya gak bikin kering https t co f6xs7hvdkr
168,-jualaness Ready sepatu aero ukuran 43 masih ada kotak nya dan baru dateng 140k azaa. Moisturizer the originote 38k https://t.co/YOUZDQnA8x,-jualaness ready sepatu aero ukur 43 masih ada kotak nya dan baru dateng 140k azaa moisturizer the originote 38k https t co youzdqna8x
169,pilih first cleanser yg sesuai budget jugak‼️ biar gak terasa boros walaupun dipake setiap hari~ lately aku pakai micellar waternya the originote krn isinya banyak trs harganya masih affordable gak worried mau double cleansing tiap hari krn abisnya bisa berbulan-bulan https://t.co/0uis56InmA,pilih first cleanser yg sesuai budget jugak biar gak asa boros walaupun dipake tiap hari lately aku pakai micellar waternya the originote krn isi banyak trs harga masih affordable gak worried mau double cleansing tiap hari krn abis bisa bulan https t co 0uis56inma
170,@ohmybeautybank Originote akhir2 iniiiiiiii beneran endul. Bersihin make up bisaa https://t.co/ELbaptDZfY,ohmybeautybank originote akhir2 iniiiiiiii beneran endul bersihin make up bisaa https t co elbaptdzfy
171,aku pake mw the originote kerasa bgt ringannya dipake pagi pun nyaman dan ga buat kulit kering... beneran cocok buat daily skincare! https://t.co/jgu44KQMve,aku pake mw the originote rasa bgt ringan dipake pagi pun nyaman dan ga buat kulit kering beneran cocok buat daily skincare https t co jgu44kqmve
172,@tetianjar @capymawa Moisturizer nya iniii... Kalau yg glow better sama originote selang seling di pagi hari. kalau cosrx almost setiap malam https://t.co/8IsZP4rVy5,tetianjar capymawa moisturizer nya iniii kalau yg glow better sama originote selang seling di pagi hari kalau cosrx almost tiap malam https t co 8iszp4rvy5
173,@convomf inimah the originote jg angkat tangan,convomf inimah the originote jg angkat tangan
174, eiem/g2g/originote? Buat St combi + bruntusan,eiem g2g originote buat st combi bruntusan
175,Final review Hyalurose Micellar Water dari The Originote Suka bgt karena harganya super affordable 48k bisa dpt 300mL Alias ini micellar water gentong segede muka Minusnya yaa emang kalo dibawa travelling agak berat sih https://t.co/LohvWSxNLC,final review hyalurose micellar water dari the originote suka bgt karena harga super affordable 48k bisa dpt 300ml alias ini micellar water gentong gede muka minus yaa emang kalo bawa travelling agak berat sih https t co lohvwsxnlc
176,@ohmybeautybank serum azarine 5% niacinamide dibarengi dengan vitamin c originote. Itu work sih di aku tapi ya harus rutin &amp; sabar karena dia bertahap,ohmybeautybank serum azarine 5 niacinamide bareng dengan vitamin c originote itu work sih di aku tapi ya harus rutin amp sabar karena dia tahap
177,@Alvia11_ @ohmybeautybank Vit c boleh dipake tiap hari kak? Originote oke ga yaah,alvia11 ohmybeautybank vit c boleh dipake tiap hari kak originote oke ga yaah
178,micellar water the originote nih gak bikin kulitku breakout dan kering dia cukup deep cleansing sampe aku sadar kulitku lebih bersih udh gt komedo ku gak se-banyak biasanya wajib punya &amp; wajib bgtbgt double cleansing!! https://t.co/WL1VJIkeb4,micellar water the originote nih gak bikin kulit breakout dan kering dia cukup deep cleansing sampe aku sadar kulit lebih bersih udh gt komedo ku gak se-banyak biasa wajib punya amp wajib bgtbgt double cleansing https t co wl1vjikeb4
179,@ohmybeautybank Lash &amp; brow serum the originote lumayan ampuh di aku bikin bulu mata jd lebih lebat dan panjang. Gk perih dan berat di mata enak dipakai siang/malam hari. Efeknya di aku bisa terlihat setelah 2 minggu pemakaian harganya jg masih bersahabat jd bakalan repurchase sih https://t.co/7CIwZ6tmiC,ohmybeautybank lash amp brow serum the originote lumayan ampuh di aku bikin bulu mata jd lebih lebat dan panjang gk perih dan berat di mata enak pakai siang malam hari efek di aku bisa lihat telah 2 minggu pakai harga jg masih sahabat jd bakal repurchase sih https t co 7ciwz6tmic
180, Kalo tiap hari mah boncos Engga! Kalo kalian pake mw kaya yg aku pake. Ukurannya jumbo 300 ml tp harganya cuma 40k-an aja! Ini dari The Originote. Namanya Hyalurose Micellar Water. Cantik bgt botolnya ya https://t.co/h729Msa7d1,kalo tiap hari mah boncos engga kalo kalian pake mw kaya yg aku pake ukur jumbo 300 ml tp harga cuma 40k-an aja ini dari the originote nama hyalurose micellar water cantik bgt botol ya https t co h729msa7d1
181,[bb] tau gasie walaupun di rumah aja dan ga make up-an tetep harus double cleansing loh..! kalo aku first cleansernya pake mw gentong dari the originote inii kalo kalian pake apaa? https://t.co/Otnr8ifAom,bb tau gasie walaupun di rumah aja dan ga make up-an tetep harus double cleansing loh kalo aku first cleansernya pake mw gentong dari the originote ini kalo kalian pake apaa https t co otnr8ifaom
